chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4206648	76657598	0	X	Y	0.244	4.441390e-03	2.231539e-03	1.793974e-01	4.771864e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012676	-9	0	X	Y	0.244	4.441390e-03	2.231539e-03	1.793974e-01	4.771864e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012677	-9	0	X	Y	0.244	4.441390e-03	2.231539e-03	1.793974e-01	4.771864e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012678	-9	0	X	Y	0.244	4.441390e-03	2.231539e-03	1.793974e-01	4.771864e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012679	-9	0	X	Y	0.244	4.441390e-03	2.231539e-03	1.793974e-01	4.771864e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012680	-9	0	X	Y	0.244	4.441390e-03	2.231539e-03	1.793974e-01	4.771864e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012681	-9	0	X	Y	0.244	4.441390e-03	2.231539e-03	1.793974e-01	4.771864e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4207501	77537390	0	X	Y	0.244	4.441390e-03	2.231539e-03	1.793974e-01	4.771864e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs50056013	77576397	0	X	Y	0.244	4.400453e-03	2.223278e-03	1.867836e-01	4.895353e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012682	-9	0	X	Y	0.237	4.158689e-03	2.261150e-03	2.321965e-01	6.714861e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012683	-9	0	X	Y	0.237	4.158689e-03	2.261150e-03	2.321965e-01	6.714861e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4207522	77607047	0	X	Y	0.233	4.355004e-03	2.254547e-03	2.174314e-01	5.460477e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012684	-9	0	X	Y	0.241	4.798317e-03	2.226164e-03	1.764587e-01	3.214502e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs47201096	78080715	0	X	Y	0.241	4.798317e-03	2.226164e-03	1.764587e-01	3.214502e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4207980	78133287	0	X	Y	0.241	4.798317e-03	2.226164e-03	1.764587e-01	3.214502e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012685	-9	0	X	Y	0.241	4.798317e-03	2.226164e-03	1.764587e-01	3.214502e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012686	-9	0	X	Y	0.241	4.798317e-03	2.226164e-03	1.764587e-01	3.214502e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012687	-9	0	X	Y	0.241	4.798317e-03	2.226164e-03	1.764587e-01	3.214502e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012688	-9	0	X	Y	0.241	4.798317e-03	2.226164e-03	1.764587e-01	3.214502e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012689	-9	0	X	Y	0.241	4.798317e-03	2.226164e-03	1.764587e-01	3.214502e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012690	-9	0	X	Y	0.241	4.798317e-03	2.226164e-03	1.764587e-01	3.214502e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012691	-9	0	X	Y	0.241	4.798317e-03	2.226164e-03	1.764587e-01	3.214502e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012692	-9	0	X	Y	0.241	4.798317e-03	2.226164e-03	1.764587e-01	3.214502e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012693	-9	0	X	Y	0.243	4.865756e-03	2.222882e-03	1.713633e-01	2.958575e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012694	-9	0	X	Y	0.243	4.865756e-03	2.222882e-03	1.713633e-01	2.958575e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012695	-9	0	X	Y	0.243	4.865756e-03	2.222882e-03	1.713633e-01	2.958575e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012696	-9	0	X	Y	0.243	4.865756e-03	2.222882e-03	1.713633e-01	2.958575e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012697	-9	0	X	Y	0.243	4.865756e-03	2.222882e-03	1.713633e-01	2.958575e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012698	-9	0	X	Y	0.243	4.865756e-03	2.222882e-03	1.713633e-01	2.958575e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012699	-9	0	X	Y	0.243	4.865756e-03	2.222882e-03	1.713633e-01	2.958575e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012700	-9	0	X	Y	0.243	4.865756e-03	2.222882e-03	1.713633e-01	2.958575e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012701	-9	0	X	Y	0.245	5.089868e-03	2.218593e-03	1.657323e-01	2.266271e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4208948	79201623	0	X	Y	0.245	5.089868e-03	2.218593e-03	1.657323e-01	2.266271e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012702	-9	0	X	Y	0.245	5.089868e-03	2.218593e-03	1.657323e-01	2.266271e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4209059	79252988	0	X	Y	0.245	5.089868e-03	2.218593e-03	1.657323e-01	2.266271e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012703	-9	0	X	Y	0.245	5.089868e-03	2.218593e-03	1.657323e-01	2.266271e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012704	-9	0	X	Y	0.245	5.089868e-03	2.218593e-03	1.657323e-01	2.266271e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012705	-9	0	X	Y	0.245	5.089868e-03	2.218593e-03	1.657323e-01	2.266271e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012706	-9	0	X	Y	0.245	5.089868e-03	2.218593e-03	1.657323e-01	2.266271e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012707	-9	0	X	Y	0.245	5.089868e-03	2.218593e-03	1.657323e-01	2.266271e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012708	-9	0	X	Y	0.245	5.089868e-03	2.218593e-03	1.657323e-01	2.266271e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012709	-9	0	X	Y	0.245	5.089868e-03	2.218593e-03	1.657323e-01	2.266271e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012710	-9	0	X	Y	0.245	5.089868e-03	2.218593e-03	1.657323e-01	2.266271e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4210205	80154586	0	X	Y	0.246	5.025717e-03	2.217209e-03	1.722345e-01	2.431921e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012711	-9	0	X	Y	0.246	5.025717e-03	2.217209e-03	1.722345e-01	2.431921e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012712	-9	0	X	Y	0.246	5.025717e-03	2.217209e-03	1.722345e-01	2.431921e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012713	-9	0	X	Y	0.246	5.025717e-03	2.217209e-03	1.722345e-01	2.431921e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012714	-9	0	X	Y	0.246	5.025717e-03	2.217209e-03	1.722345e-01	2.431921e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012715	-9	0	X	Y	0.238	3.595531e-03	2.268770e-03	2.454004e-01	1.143581e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4210322	80221750	0	X	Y	0.238	3.595531e-03	2.268770e-03	2.454004e-01	1.143581e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012716	-9	0	X	Y	0.238	3.595531e-03	2.268770e-03	2.454004e-01	1.143581e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012717	-9	0	X	Y	0.238	3.595531e-03	2.268770e-03	2.454004e-01	1.143581e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012718	-9	0	X	Y	0.238	3.595531e-03	2.268770e-03	2.454004e-01	1.143581e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012719	-9	0	X	Y	0.238	3.595531e-03	2.268770e-03	2.454004e-01	1.143581e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012720	-9	0	X	Y	0.238	3.595531e-03	2.268770e-03	2.454004e-01	1.143581e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012721	-9	0	X	Y	0.238	3.595531e-03	2.268770e-03	2.454004e-01	1.143581e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012722	-9	0	X	Y	0.238	3.595531e-03	2.268770e-03	2.454004e-01	1.143581e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012723	-9	0	X	Y	0.238	3.595531e-03	2.268770e-03	2.454004e-01	1.143581e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012724	-9	0	X	Y	0.238	3.595531e-03	2.268770e-03	2.454004e-01	1.143581e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012725	-9	0	X	Y	0.238	3.595531e-03	2.268770e-03	2.454004e-01	1.143581e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012726	-9	0	X	Y	0.238	3.595531e-03	2.268770e-03	2.454004e-01	1.143581e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4211364	80830072	0	X	Y	0.239	3.516993e-03	2.260750e-03	2.382117e-01	1.211309e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012727	-9	0	X	Y	0.239	3.516993e-03	2.260750e-03	2.382117e-01	1.211309e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012728	-9	0	X	Y	0.233	2.941821e-03	2.287487e-03	2.786130e-01	1.996916e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4211498	82141060	0	X	Y	0.235	2.744900e-03	2.292416e-03	2.952380e-01	2.323637e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4211512	82357407	0	X	Y	0.235	2.744900e-03	2.292416e-03	2.952380e-01	2.323637e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012729	-9	0	X	Y	0.235	2.744900e-03	2.292416e-03	2.952380e-01	2.323637e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012730	-9	0	X	Y	0.235	2.744900e-03	2.292416e-03	2.952380e-01	2.323637e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs47735462	82604773	0	X	Y	0.235	2.744900e-03	2.292416e-03	2.952380e-01	2.323637e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4211731	83406385	0	X	Y	0.234	2.795797e-03	2.295539e-03	2.893751e-01	2.244733e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012731	-9	0	X	Y	0.236	2.406554e-03	2.299802e-03	2.949925e-01	2.964432e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs32877757	83670544	0	X	Y	0.237	2.182371e-03	2.310580e-03	3.049412e-01	3.458781e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012732	-9	0	X	Y	0.238	1.931714e-03	2.309212e-03	3.163102e-01	4.037093e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012733	-9	0	X	Y	0.236	1.862321e-03	2.313394e-03	3.214526e-01	4.216238e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs49027053	84504982	0	X	Y	0.237	1.816155e-03	2.310051e-03	3.263862e-01	4.325442e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012734	-9	0	X	Y	0.237	1.816155e-03	2.310051e-03	3.263862e-01	4.325442e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4211872	84583934	0	X	Y	0.237	1.816155e-03	2.310051e-03	3.263862e-01	4.325442e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012735	-9	0	X	Y	0.236	1.658150e-03	2.324180e-03	3.483050e-01	4.762849e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs262440150	84787548	0	X	Y	0.236	1.658150e-03	2.324180e-03	3.483050e-01	4.762849e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012736	-9	0	X	Y	0.236	1.658150e-03	2.324180e-03	3.483050e-01	4.762849e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012737	-9	0	X	Y	0.236	1.658150e-03	2.324180e-03	3.483050e-01	4.762849e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012738	-9	0	X	Y	0.236	1.658150e-03	2.324180e-03	3.483050e-01	4.762849e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4211958	84999050	0	X	Y	0.235	1.706790e-03	2.327313e-03	3.443079e-01	4.640613e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012739	-9	0	X	Y	0.235	1.706790e-03	2.327313e-03	3.443079e-01	4.640613e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4212088	85087205	0	X	Y	0.233	1.854750e-03	2.338811e-03	3.447891e-01	4.285597e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012740	-9	0	X	Y	0.233	1.854750e-03	2.338811e-03	3.447891e-01	4.285597e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012741	-9	0	X	Y	0.233	1.854750e-03	2.338811e-03	3.447891e-01	4.285597e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4212238	85210563	0	X	Y	0.232	1.920595e-03	2.347068e-03	3.439480e-01	4.140177e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4212244	85211625	0	X	Y	0.231	1.962393e-03	2.338901e-03	3.431310e-01	4.023087e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012742	-9	0	X	Y	0.236	1.480952e-03	2.339700e-03	3.577596e-01	5.273708e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs32561214	85377215	0	X	Y	0.237	1.398150e-03	2.334375e-03	3.571986e-01	5.497901e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012743	-9	0	X	Y	0.237	1.398150e-03	2.334375e-03	3.571986e-01	5.497901e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012744	-9	0	X	Y	0.237	1.398150e-03	2.334375e-03	3.571986e-01	5.497901e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs252533149	85637163	0	X	Y	0.232	1.797966e-03	2.307862e-03	3.292962e-01	4.367274e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012745	-9	0	X	Y	0.236	2.432286e-03	2.288036e-03	3.021087e-01	2.888525e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4212532	85807054	0	X	Y	0.236	2.432286e-03	2.288036e-03	3.021087e-01	2.888525e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012746	-9	0	X	Y	0.234	1.568274e-03	2.299491e-03	3.318956e-01	4.959048e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012747	-9	0	X	Y	0.236	1.501778e-03	2.300000e-03	3.394875e-01	5.144289e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012748	-9	0	X	Y	0.236	1.501778e-03	2.300000e-03	3.394875e-01	5.144289e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs3724196	85961785	0	X	Y	0.236	1.501778e-03	2.300000e-03	3.394875e-01	5.144289e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012749	-9	0	X	Y	0.236	1.501778e-03	2.300000e-03	3.394875e-01	5.144289e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs51122386	85963334	0	X	Y	0.236	1.501778e-03	2.300000e-03	3.394875e-01	5.144289e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
